FS_LUT_ID,Label,R,A,S,Unnamed: 0,eid,NLL,EV,MSLL,BIC,Skew,Kurtosis,fold
11101.0,lh_G&S_frontomargin,-23.1251,56.7958,-8.8575,0,lh_G&S_frontomargin_thickness,-8907.946039812003,0.2790209376249241,-0.155217483795572,-17774.82929101611,0.2335497545270288,0.809185418879965,7
11102.0,lh_G&S_occipital_inf,-37.2018,-82.6295,-13.1777,1,lh_G&S_occipital_inf_thickness,-8998.598718164289,0.2105600490018269,-0.1121880912466086,-17956.134647720683,0.1243856910178583,0.2661688759996202,7
11103.0,lh_G&S_paracentral,-7.9944,-33.1159,67.397,2,lh_G&S_paracentral_thickness,-3207.503061259988,0.2144424373468275,-0.1027434410448374,-6373.9433339120815,-0.0538045240596924,0.369691949321907,7
11104.0,lh_G&S_subcentral,-55.8942,-11.3545,14.5476,3,lh_G&S_subcentral_thickness,-7442.233686509321,0.2679834392160211,-0.1290203956249526,-14843.40472364046,0.0829315868367704,0.4058467849613688,7
11105.0,lh_G&S_transv_frontopol,-14.2706,63.5673,-0.6889,4,lh_G&S_transv_frontopol_thickness,-3165.685478244612,0.2587133497674143,-0.131642333901901,-6290.308307111042,0.1823938741293873,1.0235993727864583,7
11106.0,lh_G&S_cingul-Ant,-7.7783,38.9848,9.0119,5,lh_G&S_cingul-Ant_thickness,-12323.736004813823,0.2798376966875603,-0.1568846991012813,-24606.40922101976,0.0957975241551919,0.9089255048730112,7
11107.0,lh_G&S_cingul-Mid-Ant,-7.2655,16.0669,34.2914,6,lh_G&S_cingul-Mid-Ant_thickness,-1535.3027617399289,0.230133748222603,-0.1151300519203579,-3029.5427348719645,-0.4453415974237912,0.8612471491447812,7
11108.0,lh_G&S_cingul-Mid-Post,-7.1176,-11.6682,40.5827,7,lh_G&S_cingul-Mid-Post_thickness,-13254.429571478991,0.3346399736202675,-0.1973788362050057,-26467.796632814363,-0.1976590400191478,0.7668010438947654,7
11109.0,lh_G_cingul-Post-dorsal,-3.7206,-38.2292,30.6738,8,lh_G_cingul-Post-dorsal_thickness,-9280.210812053065,0.2992079945320944,-0.1513317176285114,-18519.359113962502,-0.0916573642607422,0.5505861698201668,7
11110.0,lh_G_cingul-Post-ventral,-7.5337,-48.8825,6.368,9,lh_G_cingul-Post-ventral_thickness,2378.866594990212,0.3449853578262708,-0.2026998773146562,4798.795978588318,0.0007482498556023,0.1753465618023131,7
11111.0,lh_G_cuneus,-5.2448,-81.9967,17.0077,10,lh_G_cuneus_thickness,-13960.319077380736,0.3838065185361081,-0.2452847469342579,-27879.57536615357,0.357407843613865,0.9938877617376412,7
11112.0,lh_G_front_inf-Opercular,-49.8475,11.5337,9.0836,11,lh_G_front_inf-Opercular_thickness,-9110.00254687377,0.3366456468212846,-0.1802332558784717,-18178.94244436936,-0.1428862484050582,0.5335754838811461,7
11113.0,lh_G_front_inf-Orbital,-43.6314,30.9509,-10.276,12,lh_G_front_inf-Orbital_thickness,-2228.670034951098,0.2878779307616639,-0.1533077414506508,-4416.277281294302,0.0148163756862538,0.4787300277323004,7
11114.0,lh_G_front_inf-Triangul,-49.6582,30.0638,4.7465,13,lh_G_front_inf-Triangul_thickness,-8004.544122709667,0.3670708587058046,-0.2079148126726199,-15968.02545681144,-0.0204402692933811,0.5539287931582987,7
11115.0,lh_G_front_middle,-35.747,33.1098,31.8311,14,lh_G_front_middle_thickness,-12274.200519963724,0.4121358575702505,-0.2611882900609557,-24507.338251319557,-0.1709897384477886,0.6327087058130257,7
11116.0,lh_G_front_sup,-9.8816,26.3029,45.3459,15,lh_G_front_sup_thickness,-11388.18788387432,0.409666601093119,-0.2599960861199559,-22735.312979140745,-0.1667005478903176,0.595848963043835,7
,lh_G_Ins_lg&S_cent_ins,,,,16,lh_G_Ins_lg&S_cent_ins_thickness,3366.8685218718547,0.139150967808408,-0.0720167664047157,6774.799832351603,0.0123154094712632,0.1664903277916943,7
11118.0,lh_G_insular_short,-37.1827,9.0123,-3.7319,17,lh_G_insular_short_thickness,2732.824471659236,0.1202364296297781,-0.0627485984252086,5506.711592696654,-0.1900781777954558,0.2977032664610546,7
11119.0,lh_G_occipital_middle,-39.597,-83.6257,11.7755,18,lh_G_occipital_middle_thickness,-12249.947886023743,0.2403714482060774,-0.1343989929628368,-24458.832983439595,-0.1278221030986683,0.8585695787696171,7
11120.0,lh_G_occipital_sup,-14.6553,-88.777,27.3987,19,lh_G_occipital_sup_thickness,-8302.421059830649,0.2207955313572882,-0.1240232954624375,-16563.779331053403,0.1521186160801093,0.4022275999006699,7
11121.0,lh_G_oc-temp_lat-fusifor,-34.6236,-53.8229,-19.7188,20,lh_G_oc-temp_lat-fusifor_thickness,-8771.673193054321,0.2624414370763213,-0.1269501347635109,-17502.28387596502,-0.1620877283748651,0.5303166694502865,7
11122.0,lh_G_oc-temp_med-Lingual,-10.7537,-71.924,-5.4271,21,lh_G_oc-temp_med-Lingual_thickness,-12133.40768189927,0.4746405441991321,-0.3380835180228361,-24225.752575190647,0.1800053663822711,0.473745381608063,7
11123.0,lh_G_oc-temp_med-Parahip,-23.5743,-17.2485,-27.3776,22,lh_G_oc-temp_med-Parahip_thickness,2141.409331982286,0.1363780378799843,-0.0689917107905326,4323.881452572466,-0.2200382338982165,0.2864100535581948,7
11124.0,lh_G_orbital,-27.2398,35.5644,-17.7082,23,lh_G_orbital_thickness,-10154.25229654545,0.3228963294212496,-0.1965085824066987,-20267.441804483005,0.0165973254613499,0.5519734536031747,7
11125.0,lh_G_pariet_inf-Angular,-42.5073,-67.3401,36.7981,24,lh_G_pariet_inf-Angular_thickness,-11390.421662367968,0.4009823645479123,-0.2564395395720076,-22739.78053612804,-0.2148256049562366,0.8829972336620832,7
11126.0,lh_G_pariet_inf-Supramar,-55.7925,-36.7359,30.9234,25,lh_G_pariet_inf-Supramar_thickness,-11232.06411040974,0.3551003133483135,-0.2132023187788312,-22423.0655714413,-0.1499884689553133,0.5146078692348073,7
11127.0,lh_G_parietal_sup,-21.0506,-60.0,58.3399,26,lh_G_parietal_sup_thickness,-11538.44269730087,0.3742779179040897,-0.230144343772844,-23035.82260599385,-0.052443406474283,0.4989771096821806,7
11128.0,lh_G_postcentral,-44.7402,-24.6631,53.214,27,lh_G_postcentral_thickness,-6799.1129863201295,0.2283809503705133,-0.1245003041822365,-13557.163184032366,0.1048239326186413,0.5001800763737574,7
11129.0,lh_G_precentral,-42.3603,-9.2686,50.1121,28,lh_G_precentral_thickness,-2686.5386232965698,0.2336303795629832,-0.1161946791515615,-5332.014597214958,-0.483140911597187,1.100677491636745,7
11130.0,lh_G_precuneus,-6.1559,-58.2415,40.158,29,lh_G_precuneus_thickness,-10917.6168732897,0.3535903051215441,-0.215978742016255,-21794.17109720121,-0.0546033490070698,0.4441833774389243,7
11131.0,lh_G_rectus,-4.7514,39.3837,-20.2318,30,lh_G_rectus_thickness,-4924.842234320922,0.2577309701504885,-0.1219998308883501,-9808.621680033952,-0.1110102303130742,0.8206680159019244,7
11132.0,lh_G_subcallosal,-4.3878,13.9366,-10.0195,31,lh_G_subcallosal_thickness,11542.6282745282,0.2266022938886738,-0.1203628367579476,23126.319337664296,0.0343281960571627,0.4022298268573532,7
11133.0,lh_G_temp_sup-G_T_transv,-47.7364,-19.1462,5.724,32,lh_G_temp_sup-G_T_transv_thickness,1557.21313763914,0.243717735775195,-0.1327626062562477,3155.489063886173,0.1714202044144601,0.2112743317672158,7
11134.0,lh_G_temp_sup-Lateral,-57.4998,-10.6316,-6.8325,33,lh_G_temp_sup-Lateral_thickness,-3765.115465886938,0.2428030440175808,-0.114729108737716,-7489.168143165983,-0.0440860972933363,0.1940483895612972,7
11135.0,lh_G_temp_sup-Plan_polar,-39.943,5.3878,-21.7421,34,lh_G_temp_sup-Plan_polar_thickness,7736.517744012563,0.143824525992698,-0.077494729119933,15514.098276633018,-0.2809432592379275,0.4315265263440211,7
11136.0,lh_G_temp_sup-Plan_tempo,-57.5532,-37.7426,15.8241,35,lh_G_temp_sup-Plan_tempo_thickness,-4013.1642024020257,0.2650979776462943,-0.1265298459410942,-7985.265616196158,-0.0379125998115881,0.3885088084722904,7
11137.0,lh_G_temporal_inf,-51.128,-33.8554,-27.151,36,lh_G_temporal_inf_thickness,-8760.500629103808,0.2828660707322115,-0.1347463678284126,-17479.93846959972,0.0040341524962781,0.365784655160067,7
11138.0,lh_G_temporal_middle,-59.7574,-30.051,-13.818,37,lh_G_temporal_middle_thickness,-8503.056468124161,0.3041906377566913,-0.1808373071822668,-16965.050147640428,-0.1546805488823783,0.6105828055561653,7
11139.0,lh_Lat_Fis-ant-Horizont,-39.0511,31.4562,-3.281,38,lh_Lat_Fis-ant-Horizont_thickness,2146.570972559664,0.16835604128072,-0.0759348076994464,4334.2047337272215,0.8451586677349161,1.715168060443098,7
11140.0,lh_Lat_Fis-ant-Vertical,-43.736,21.1781,6.9506,39,lh_Lat_Fis-ant-Vertical_thickness,-968.3356271817374,0.2145973757706989,-0.0977937578759956,-1895.6084657555816,0.4681546677025662,1.2270440012717645,7
11141.0,lh_Lat_Fis-post,-40.6452,-33.2763,16.6855,40,lh_Lat_Fis-post_thickness,-10872.450425268758,0.3091331386711989,-0.1768885252274862,-21703.83820115933,0.0701773789370043,0.6186507150683537,7
11143.0,lh_Pole_occipital,-18.7681,-98.0764,-3.7502,41,lh_Pole_occipital_thickness,-9385.41888727598,0.1481295085112683,-0.0763696789255929,-18729.774985944063,0.1154093199276319,0.3939592190352552,7
11144.0,lh_Pole_temporal,-33.8886,6.7044,-37.8935,42,lh_Pole_temporal_thickness,-2556.095293722768,0.1429513890505973,-0.0627896433552331,-5071.127938067354,-0.2331788473281092,0.5303984811909969,7
11145.0,lh_S_calcarine,-15.7554,-65.7797,4.3414,43,lh_S_calcarine_thickness,-17199.156911105725,0.506371041335793,-0.3557834393922536,-34357.25103360356,0.208062916271654,0.3558153666436459,7
11146.0,lh_S_central,-36.5072,-19.8462,45.0357,44,lh_S_central_thickness,-14134.52579387386,0.3043651409712875,-0.1682710606808367,-28227.988799139825,-0.0657053801370311,0.5237952695257385,7
11147.0,lh_S_cingul-Marginalis,-13.2361,-36.5753,46.5387,45,lh_S_cingul-Marginalis_thickness,-12772.6539524346,0.3762176784061509,-0.2277925106716716,-25504.24525549102,-0.0946453595138283,0.633063178919063,7
11148.0,lh_S_circular_insula_ant,-30.5266,20.6759,-10.1728,46,lh_S_circular_insula_ant_thickness,-3821.033183090082,0.2360039727117114,-0.1070989828505965,-7601.003716801983,0.0087334063326317,0.5424290979593873,7
11149.0,lh_S_circular_insula_inf,-41.0366,-11.7168,-7.5982,47,lh_S_circular_insula_inf_thickness,-4234.494322277381,0.2815458854359368,-0.1443442771679705,-8427.925855946869,-0.0084135424624908,0.348656074659633,7
11150.0,lh_S_circular_insula_sup,-36.1574,5.3773,10.2139,48,lh_S_circular_insula_sup_thickness,-16863.558640825526,0.4002733314175283,-0.2388726504890173,-33686.05463227287,-0.201154725984024,0.883290110797273,7
11151.0,lh_S_collat_transv_ant,-40.796,-22.5175,-27.0101,49,lh_S_collat_transv_ant_thickness,-352.1907629298546,0.1048586977368092,-0.0362951478885258,-663.3187372518158,0.2966038244093726,1.066641061800197,7
11152.0,lh_S_collat_transv_post,-25.0798,-78.5924,-8.7521,50,lh_S_collat_transv_post_thickness,-6326.305222602683,0.1953263036510443,-0.1013609863881046,-12611.547795827184,0.5006750837051985,0.8412855642863661,7
11153.0,lh_S_front_inf,-39.5856,23.4187,20.783,51,lh_S_front_inf_thickness,-16730.289227610774,0.4282703134187218,-0.2614478250383069,-33419.51566661365,-0.1585485402907695,1.027436955865726,7
11154.0,lh_S_front_middle,-27.3377,43.5,19.8966,52,lh_S_front_middle_thickness,-13550.927266143037,0.4019660520536493,-0.2414237791746779,-27060.79174367818,-0.0020632337290429,1.0810183393016837,7
